CustomerID,Recency,Frequency,Monetary,Avg_Order_Hour_Sin,Avg_Order_Hour_Cos,Weekend_Ratio,Avg_Basket_Size,Avg_Basket_Value,Avg_Basket_Product_Diversity,Avg_Basket_Item_Price,Avg_Basket_Price_Variance,Min_Item_Price_Paid,Max_Item_Price_Paid,Median_Item_Price_Paid,Avg_Product_Popularity,Cluster
12471.0,24,4,3874.36,0.5419481415766431,-0.8024611662243183,0.0,386.5,968.59,18.75,7.605589046493302,4.037553724766739,0.21,18.0,2.1,453.60526315789474,1
12472.0,36,1,1631.3,-0.4999999999999997,-0.8660254037844388,1.0,972.0,1631.3,70.0,2.400142857142857,2.9545143512529823,0.12,18.0,1.65,485.9,6
12476.0,27,1,12.45,-0.4999999999999997,-0.8660254037844388,0.0,2.0,12.45,2.0,6.225,3.2173358543987907,3.95,8.5,6.225,103.0,5
12480.0,2,1,816.25,-0.7071067811865471,-0.7071067811865479,0.0,367.0,816.25,42.0,2.880952380952381,2.8715372015901424,0.85,18.0,2.175,319.4761904761905,6
12481.0,3,3,1394.43,0.1851025788209007,-0.8245683718023803,0.0,244.0,464.81,15.333333333333334,4.594416666666667,5.25534173568886,0.19,18.0,1.65,430.9565217391304,1
12483.0,6,1,547.56,-0.4999999999999997,-0.8660254037844388,0.0,293.0,547.56,13.0,4.423076923076923,10.743935797009232,0.19,40.0,1.65,534.0,6
12484.0,3,1,1138.67,-0.4999999999999997,-0.8660254037844388,0.0,630.0,1138.67,98.0,2.924897959183673,3.5070410016734157,0.19,28.0,1.7999999999999998,435.2857142857143,6
12489.0,3,1,334.93,-0.2588190451025208,-0.9659258262890684,0.0,105.0,334.93,15.0,5.908,5.402178396588863,0.42,18.0,3.35,210.46666666666667,2
12494.0,25,2,62.55,0.258819045102521,-0.9659258262890682,0.0,6.0,31.275,2.0,6.141666666666667,7.529995573261204,1.65,18.0,6.949999999999999,258.5,5
12501.0,3,1,2169.39,1.2246467991473532e-16,-1.0,0.0,1783.0,2169.39,149.0,2.4126845637583894,2.783473581131085,0.19,18.0,1.49,312.7315436241611,6
12515.0,19,1,383.7,-0.7071067811865471,-0.7071067811865479,0.0,131.0,383.7,16.0,6.78125,8.590690212860276,0.55,35.0,3.95,449.0,4
12530.0,3,1,387.4,0.4999999999999999,-0.8660254037844387,0.0,95.0,387.4,13.0,6.623076923076923,9.739623011711307,0.65,34.95,2.95,700.7692307692307,2
12540.0,28,1,881.01,0.7071067811865476,-0.7071067811865475,0.0,300.0,881.01,20.0,4.857,6.555389987997423,0.29,28.0,2.75,798.7,6
12551.0,24,1,168.0,0.258819045102521,-0.965925826289068,0.0,100.0,168.0,10.0,1.6800000000000002,0.3198958163736021,1.25,1.95,1.7999999999999998,755.3,3
12557.0,38,1,620.0,1.2246467991473532e-16,-1.0,0.0,400.0,620.0,5.0,1.5699999999999998,0.1095445115010331,1.45,1.65,1.65,686.0,3
12567.0,34,2,1942.38,0.3169349378489015,-0.9418534353240972,0.7590361445783133,389.0,971.19,41.5,4.109535714285714,4.96016401390374,0.21,42.95,2.95,340.7469879518072,6
12577.0,25,1,195.89,-0.8660254037844384,-0.5000000000000004,0.0,134.0,195.89,67.0,1.7570149253731344,1.2117080543038274,0.29,6.75,1.25,269.02985074626866,4
12583.0,3,2,1586.02,0.4123930494211614,-0.7619047619047619,0.0,470.0,793.01,21.0,2.909295454545455,3.806771807838581,0.19,18.0,1.65,579.0,1
12585.0,18,1,1262.85,1.2246467991473532e-16,-1.0,0.0,872.0,1262.85,65.0,2.8266153846153843,3.819701917739736,0.29,18.0,1.45,486.2769230769231,6
12600.0,24,2,274.8,0.5050762722761054,-0.7907905579903911,0.0,37.0,137.4,3.5,8.4375,8.916637716185363,1.65,18.0,5.95,708.0,2
12621.0,24,2,1383.65,0.21875,-0.941386114155692,0.0,277.5,691.825,16.0,3.821468253968254,4.53452255608962,0.19,18.0,1.875,607.71875,1
12647.0,24,4,1193.6,-0.2021276595744679,-0.9458400568490284,0.4042553191489361,82.25,298.4,11.75,7.596089572192513,6.101637415988591,0.0,18.0,4.25,245.9787234042553,1
12651.0,1,1,114.0,1.2246467991473532e-16,-1.0,1.0,78.0,114.0,9.0,2.244444444444445,1.985328128491051,0.65,5.95,1.25,294.8888888888889,0
12662.0,40,1,261.48,-0.2588190451025208,-0.9659258262890684,0.0,157.0,261.48,15.0,2.958,4.274696647549558,0.42,18.0,1.65,544.0666666666667,2
12668.0,22,1,469.87,1.2246467991473532e-16,-1.0,1.0,337.0,469.87,24.0,3.0525,4.248401489665414,0.19,18.0,1.47,416.375,0
12678.0,20,2,221.28,-0.3482361909794956,-0.8860054882853646,0.0,13.0,110.64,2.5,78.17375,7.79876218810823,1.49,150.0,2.95,329.0,5
12681.0,5,3,2674.18,-0.0245901639344261,-0.9033625863363164,0.0,517.0,891.3933333333333,40.66666666666666,2.825798050408539,3.4459263626148964,0.19,18.0,1.65,448.3114754098361,1
12682.0,4,3,1910.4,-0.4566416260858462,-0.883985030302125,0.0,283.0,636.8000000000001,29.666666666666668,3.410521464646465,3.7776900948263807,0.42,18.0,1.65,533.9550561797753,1
12683.0,32,2,1063.08,0.1203703703703704,-0.9677468564666242,0.0,332.0,531.54,27.0,3.318630393996248,4.0837311086381325,0.42,18.0,1.65,353.8703703703704,6
12686.0,38,1,89.14,0.7071067811865476,-0.7071067811865474,0.0,107.0,89.14,7.0,3.2585714285714285,6.513942555706769,0.42,18.0,0.85,430.2857142857143,2
12691.0,23,1,180.0,-0.4999999999999997,-0.8660254037844389,0.0,65.0,180.0,5.0,6.7,6.761656601750786,1.65,18.0,2.95,607.4,2
12705.0,23,1,858.0,-0.7071067811865471,-0.7071067811865479,0.0,397.0,858.0,30.0,3.655666666666667,4.217847697037234,0.42,18.0,1.95,664.2333333333333,6
12708.0,35,1,196.44,0.4999999999999999,-0.8660254037844387,0.0,89.0,196.44,14.0,3.452142857142857,4.372445502270974,0.85,18.0,2.12,457.5,2
12709.0,24,2,1315.69,0.3535533905932738,-0.8535533905932737,0.0,136.0,657.845,7.0,6.429285714285714,5.731080593436772,0.21,18.0,5.85,306.5,2
12712.0,32,2,470.63,-0.0826495251936133,-0.9209706361619848,0.0,72.0,235.315,10.0,5.27520202020202,5.203017570160623,0.65,18.0,2.95,228.45,2
12720.0,24,2,657.13,-0.4714045207910314,-0.8047378541243654,0.6666666666666666,261.5,328.565,22.5,2.7006666666666668,4.093711444385917,0.19,18.0,1.25,565.1333333333333,0
12721.0,21,1,286.6,0.258819045102521,-0.9659258262890682,0.0,129.0,286.6,15.0,3.9166666666666665,4.416999089017447,0.85,18.0,1.95,648.3333333333334,2
12725.0,37,1,427.8,-0.7071067811865471,-0.7071067811865479,0.0,164.0,427.8,24.0,4.104166666666667,5.296202837198895,0.65,28.0,3.6,169.83333333333334,4
12726.0,24,1,170.28,1.2246467991473532e-16,-1.0,0.0,333.0,170.28,6.0,3.765,6.9916342867744445,0.19,18.0,1.05,937.3333333333334,2
12731.0,31,1,1071.9,0.4999999999999999,-0.8660254037844387,0.0,418.0,1071.9,16.0,3.65625,4.436304580766895,0.42,18.0,1.5699999999999998,733.375,6
12734.0,19,1,110.4,1.2246467991473532e-16,-1.0,0.0,88.0,110.4,4.0,1.185,0.8833459118601275,0.42,1.95,1.185,230.25,3
12735.0,4,1,319.77,-0.4999999999999998,-0.8660254037844388,0.0,263.0,319.77,22.0,4.297727272727273,5.629400654741295,0.29,18.0,1.65,444.59090909090907,6
12738.0,38,1,155.35,-1.0,-1.8369701987210294e-16,0.0,148.0,155.35,11.0,3.95,5.754172399224758,0.55,18.0,0.85,1137.2727272727273,4
12747.0,28,2,706.27,-0.0633164978870553,-0.791863379905423,0.4666666666666667,106.5,353.135,7.5,3.6242857142857146,2.0688844696683613,1.65,7.95,2.55,740.5333333333333,2
12748.0,4,37,4479.43,-0.2178333291528822,-0.8265150692696538,0.2844574780058651,78.83783783783784,121.06567567567568,17.56756756756757,3.1072101776861536,1.7552018270507292,0.12,16.95,1.65,324.2859237536657,1
12753.0,29,1,3590.59,0.258819045102521,-0.9659258262890682,1.0,2409.0,3590.59,48.0,1.9158333333333333,1.3335935029857011,0.36,5.95,1.65,219.72916666666663,6
12755.0,32,1,3794.4,0.4999999999999999,-0.8660254037844387,0.0,1488.0,3794.4,1.0,2.55,0.0,2.55,2.55,2.55,1890.0,1
12763.0,35,1,320.08,-0.7071067811865471,-0.7071067811865479,1.0,196.0,320.08,16.0,1.811875,1.4169649195845793,0.42,4.25,1.45,290.75,0
12766.0,33,1,1149.29,-0.2588190451025208,-0.9659258262890684,0.0,424.0,1149.29,53.0,3.626792452830189,4.041513793686387,0.42,28.0,2.55,264.0377358490566,6
12779.0,38,1,248.16,-0.2588190451025208,-0.9659258262890684,0.0,140.0,248.16,8.0,2.37375,2.5209858474130997,0.85,8.5,1.45,737.375,3
12782.0,24,1,463.5,0.258819045102521,-0.9659258262890682,0.0,193.0,463.5,22.0,3.837272727272728,5.619031590702798,0.42,28.0,2.95,573.5909090909091,2
12785.0,31,1,311.95,-0.2588190451025208,-0.9659258262890684,0.0,131.0,311.95,14.0,4.828571428571428,7.792839767912057,1.25,28.0,1.95,700.5714285714286,2
12791.0,40,1,192.6,0.258819045102521,-0.9659258262890682,0.0,97.0,192.6,2.0,8.425,9.2984541726031,1.85,15.0,8.425,856.0,2
12793.0,1,2,545.48,-0.2062394778460761,-0.91457281117941,0.7083333333333334,147.5,272.74,12.0,4.373445378151261,8.180618745857643,0.85,28.0,1.65,412.8333333333333,0
12797.0,32,1,254.03,0.4999999999999999,-0.8660254037844387,0.0,118.0,254.03,13.0,5.143846153846154,7.411224076203088,0.42,28.0,1.65,470.61538461538464,2
12808.0,35,1,129.4,0.4999999999999999,-0.8660254037844387,0.0,53.0,129.4,7.0,5.728571428571429,9.83055852698009,1.65,28.0,1.95,455.1428571428572,2
12826.0,31,1,155.0,-0.7071067811865471,-0.7071067811865479,0.0,80.0,155.0,9.0,2.4722222222222223,1.2920698295542872,0.85,4.65,2.95,737.7777777777778,3
12829.0,3,2,293.0,-0.086098702671352,-0.9205165433324184,0.0,188.0,146.5,5.5,10.275,13.772566893300963,0.19,39.95,6.75,239.0,2
12838.0,40,1,390.79,0.258819045102521,-0.9659258262890682,0.0,228.0,390.79,59.0,1.9733898305084747,1.7589471872347404,0.29,8.5,1.65,623.9661016949152,6
12839.0,23,2,737.45,-0.8120334210929746,-0.5253685098011314,0.0,219.0,368.725,18.0,2.198545454545455,1.4877783481651643,0.85,7.95,1.65,914.5405405405404,4
12841.0,4,3,730.1,0.0633742231617255,-0.9444071043589392,0.3066666666666666,138.0,243.36666666666667,25.0,2.8753614561766736,2.2489041629191537,0.42,9.95,2.55,360.4,1
12855.0,39,1,38.1,0.7071067811865476,-0.7071067811865475,0.0,30.0,38.1,3.0,1.55,1.2124355652982142,0.85,2.95,0.85,440.3333333333333,3
12867.0,26,1,362.79,-0.8660254037844384,-0.5000000000000004,0.0,377.0,362.79,53.0,1.1885185185185183,1.2746681512758566,0.42,7.95,0.85,714.5555555555555,6
12868.0,40,1,203.3,1.2246467991473532e-16,-1.0,0.0,112.0,203.3,12.0,3.170833333333333,2.2013898846507005,0.65,6.75,2.5250000000000004,444.25,2
12872.0,31,1,378.53,-0.4999999999999997,-0.8660254037844388,0.0,203.0,378.53,38.0,2.61,2.215836124294784,0.55,9.95,1.95,690.8684210526316,6
12875.0,29,1,293.76000000000005,1.2246467991473532e-16,-1.0,1.0,1728.0,293.76000000000005,1.0,0.17,0.0,0.17,0.17,0.17,1776.0,3
12877.0,25,1,150.06,1.2246467991473532e-16,-1.0,0.0,170.0,150.06,14.0,1.7992857142857144,2.7390072999192587,0.21,9.95,0.85,317.2142857142857,3
12913.0,34,1,417.62,-0.8660254037844384,-0.5000000000000004,0.0,146.0,417.62,4.0,3.06,1.6441005646452005,1.69,5.45,2.55,1493.25,4
12915.0,39,1,199.65,1.2246467991473532e-16,-1.0,0.0,41.0,199.65,13.0,7.6923076923076925,3.574029364377956,1.95,12.75,8.5,192.23076923076923,5
12921.0,5,3,1169.5,0.0950009383841067,-0.8662598241427903,0.0,241.33333333333331,389.8333333333333,19.666666666666668,2.24125,1.4623199591213771,0.55,9.95,1.95,808.0169491525423,1
12928.0,25,1,392.34,-0.7071067811865471,-0.7071067811865479,0.0,250.0,392.34,17.0,2.1535294117647057,1.3881414786346102,0.42,4.95,1.65,794.8235294117648,3
12931.0,23,2,177.0,-0.1464466094067262,-0.3535533905932738,0.0,110.0,88.5,1.0,1.185,0.0,0.72,1.65,1.185,2403.5,3
12939.0,1,1,1933.2,0.258819045102521,-0.9659258262890682,1.0,552.0,1933.2,6.0,3.533333333333333,0.3510935297989221,3.39,4.25,3.39,699.3333333333334,0
12942.0,32,1,258.75,0.7071067811865476,-0.7071067811865475,0.0,69.0,258.75,16.0,5.471875,3.6198051858260736,0.85,12.75,4.800000000000001,306.0625,2
12944.0,21,1,286.95,0.4999999999999999,-0.8660254037844387,0.0,145.0,286.95,14.0,3.3285714285714287,3.0986792649148422,0.65,9.95,2.25,480.07142857142856,2
12947.0,3,2,605.7,-0.1032946474348694,-0.6004154090601445,0.0,209.5,302.85,16.5,3.9390441176470574,9.48960544201458,0.42,65.0,1.45,298.7575757575757,1
12957.0,6,1,413.68,1.2246467991473532e-16,-1.0,0.0,352.0,413.68,29.0,2.968620689655173,3.000088955988199,0.21,9.95,1.65,281.48275862068965,6
12963.0,32,1,365.8,0.7071067811865476,-0.7071067811865475,0.0,172.0,365.8,16.0,2.840625,2.216921194660138,1.25,7.95,2.025,451.8125,2
12967.0,24,2,1660.9,0.3548893901390494,-0.5037539756520069,0.0,219.0,830.45,9.5,5.476666666666667,4.796273354932775,0.65,29.95,3.75,316.2631578947368,1
12971.0,1,7,646.49,-0.3914539613699205,-0.7278920327297076,0.0714285714285714,139.28571428571428,92.35571428571428,4.0,1.93308843537415,1.1231827496154312,0.25,5.95,1.25,483.1428571428572,1
12980.0,25,1,889.32,0.258819045102521,-0.9659258262890682,0.0,100.0,889.32,3.0,14.33,17.86855338296864,3.39,34.95,4.65,184.33333333333331,2
12989.0,31,1,202.5,-0.2588190451025208,-0.9659258262890684,0.0,30.0,202.5,1.0,6.75,0.0,6.75,6.75,6.75,260.0,5
13000.0,31,1,201.75,0.4999999999999999,-0.8660254037844388,0.0,77.0,201.75,11.0,4.163636363636364,2.753914569216964,0.65,7.95,3.45,970.0,2
13004.0,24,1,357.01,0.8660254037844387,-0.4999999999999998,0.0,255.0,357.01,23.0,3.242608695652174,3.0730444149547504,0.21,9.95,1.45,527.8695652173913,2
13011.0,38,1,50.55,-0.9659258262890684,-0.2588190451025206,0.0,13.0,50.55,3.0,4.216666666666667,1.5534906930308057,2.95,5.95,3.75,310.6666666666667,5
13013.0,38,2,1528.34,1.2246467991473532e-16,-1.0,0.0,401.0,764.1700000000001,33.5,3.003970054446461,2.867942450855826,0.42,12.75,1.95,528.1492537313433,6
13021.0,25,1,157.35000000000002,0.4999999999999999,-0.8660254037844387,0.0,57.0,157.35000000000002,7.0,3.992857142857143,2.2006492548466565,1.25,7.95,3.75,824.0,2
13027.0,21,1,1440.0,1.2246467991473532e-16,-1.0,0.0,3600.0,1440.0,6.0,0.4000000000000001,0.0,0.4,0.4,0.4,1843.6666666666667,3
13029.0,20,1,382.5,-0.2588190451025208,-0.9659258262890684,0.0,30.0,382.5,1.0,12.75,0.0,12.75,12.75,12.75,72.0,5
13030.0,35,1,427.74,-0.4999999999999997,-0.8660254037844388,0.0,204.0,427.74,50.0,3.1286666666666667,3.0203235131842727,0.29,14.95,1.95,292.26666666666665,6
13033.0,24,1,190.55,-0.4999999999999998,-0.8660254037844388,0.0,83.0,190.55,11.0,2.640909090909091,1.3070612422182408,1.95,5.95,1.95,695.3636363636364,3
13034.0,35,1,165.86,-0.4999999999999998,-0.8660254037844388,1.0,116.0,165.86,11.0,1.6827272727272728,0.785825564729106,0.42,2.95,1.65,600.1818181818181,0
13047.0,40,3,366.63,0.8660254037844387,-0.4999999999999998,0.0,33.666666666666664,122.21000000000002,5.666666666666667,5.192777777777778,1.5614643281863887,1.65,9.95,4.95,319.1764705882353,2
13050.0,21,4,1199.87,0.32669029797598,-0.7877176767072169,0.0,187.25,299.9675,17.25,3.743672331871345,4.725766344863782,0.42,39.95,1.65,603.0579710144928,1
13065.0,39,1,205.86,-0.8660254037844384,-0.5000000000000004,0.0,74.0,205.86,14.0,5.222142857142857,3.91340532130154,0.42,12.75,3.6,756.6428571428571,4
13069.0,1,5,985.06,0.2490178770571134,-0.9468912288192096,0.6929824561403509,199.4,197.012,22.4,1.7291727243743025,1.1490972989020758,0.19,9.95,1.25,442.6754385964912,1
13077.0,32,1,313.72,-0.4999999999999997,-0.8660254037844387,0.0,303.0,313.72,14.0,2.3942857142857146,1.8776282678123253,0.12,5.45,2.95,452.8571428571428,3
13078.0,26,2,881.16,0.7071067811865476,-0.7071067811865475,0.0,143.0,440.58,14.5,4.238,2.5306316374318847,0.42,8.5,3.75,285.62068965517244,2
13081.0,3,3,5894.42,-0.8961994089491021,-0.4271535075003534,0.0,1332.0,1964.8066666666664,81.66666666666667,1.9635768645357687,1.969137178211856,0.0,10.95,1.65,412.3469387755102,6
13082.0,4,1,379.44,-0.7071067811865471,-0.7071067811865479,0.0,1032.0,379.44,7.0,1.1285714285714286,1.005525212205518,0.16,2.55,0.85,508.8571428571428,3
13089.0,4,11,7738.67,-0.0487024932568967,-0.8821983163036701,0.0125786163522012,378.9090909090909,703.5154545454545,14.454545454545457,2.9470490881667355,2.36619961817959,0.19,12.75,1.49,662.3144654088051,1
13090.0,31,3,1008.4,0.3747097376714794,-0.5669095225512604,0.0,65.66666666666667,336.1333333333333,2.6666666666666665,7.599999999999999,1.9283395784135595,0.85,15.0,4.25,377.875,2
13092.0,26,1,185.45,1.2246467991473532e-16,-1.0,0.0,31.0,185.45,7.0,6.807142857142857,3.0783421635988537,2.95,9.95,8.95,94.57142857142856,5
13093.0,3,4,5169.97,-0.1476376795883997,-0.7071067811865478,0.0,682.5,1292.4925,22.75,3.50101076007326,3.3246086957720813,0.21,14.95,1.65,611.967032967033,1
13094.0,3,3,376.3200000000001,0.2267949192431123,-0.792820323027551,0.0,112.0,125.44,1.6666666666666667,1.106666666666667,0.2424871130596427,1.06,1.48,1.06,1236.6,3
13097.0,4,2,1076.19,0.407946219915316,-0.7071067811865475,0.0,217.0,538.095,26.0,4.721518847006652,3.4616902944877186,0.42,16.95,3.75,247.09615384615384,1
13102.0,1,3,975.2,-0.1526368727527686,-0.9799049744781686,0.4102564102564102,206.66666666666663,325.06666666666666,13.0,2.460473484848485,1.952413758262297,0.29,8.5,1.95,630.8461538461538,1
13104.0,21,1,101.76,0.258819045102521,-0.9659258262890682,0.0,96.0,101.76,1.0,1.06,0.0,1.06,1.06,1.06,620.0,3
13108.0,39,1,350.06,0.4999999999999999,-0.8660254037844387,0.0,298.0,350.06,10.0,1.752,2.403038816905702,0.42,8.5,1.05,899.7,3
13113.0,33,1,372.97,-0.2588190451025208,-0.9659258262890684,0.0,105.0,372.97,10.0,3.204,3.21120330509712,0.85,10.95,1.7999999999999998,573.9,2
13117.0,31,2,388.15,-0.3608571414053003,-0.9236602629217252,0.0,107.5,194.075,13.0,4.660878787878788,5.44816461028738,0.21,35.95,1.67,361.0384615384616,2
13124.0,25,1,1256.32,-0.7071067811865471,-0.7071067811865479,0.0,930.0,1256.32,61.0,2.422459016393443,2.748524850253135,0.29,16.95,1.65,396.1311475409836,6
13126.0,5,3,547.31,0.5191151499255042,-0.8156438001005077,0.0,128.33333333333334,182.43666666666664,10.333333333333334,1.959814814814815,1.8977334055416049,0.21,9.95,1.49,377.8709677419355,1
13138.0,38,1,193.23,-0.7071067811865471,-0.7071067811865479,0.0,125.0,193.23,14.0,2.7657142857142856,2.226206550254402,0.42,7.95,1.775,293.42857142857144,4
13140.0,32,1,159.51,-0.7071067811865471,-0.7071067811865479,0.0,75.0,159.51,15.0,2.156875,1.7536275497759872,0.65,7.95,1.69,629.1875,3
13145.0,38,1,295.0,-1.0,-1.8369701987210294e-16,0.0,1.0,295.0,1.0,295.0,0.0,295.0,295.0,295.0,12.0,5
13148.0,31,1,309.40000000000003,-0.2588190451025208,-0.9659258262890684,0.0,178.0,309.40000000000003,18.0,3.0,2.641452363423443,0.42,9.95,1.69,795.6666666666666,2
13155.0,35,1,379.7,1.2246467991473532e-16,-1.0,0.0,168.0,379.7,51.0,2.9140384615384614,2.446901409598602,0.42,12.75,2.25,355.8269230769231,6
13162.0,1,1,753.26,0.5,-0.8660254037844387,1.0,942.0,753.26,37.0,1.135945945945946,1.600290701819619,0.19,9.95,0.85,325.8918918918919,0
13165.0,18,1,354.64,-0.4999999999999997,-0.8660254037844388,0.0,496.0,354.64,13.0,0.8115384615384615,0.5094906959216913,0.19,1.95,0.85,340.38461538461536,3
13173.0,34,1,165.94,-0.4999999999999996,-0.8660254037844389,0.0,114.0,165.94,23.0,2.6495652173913045,2.10353053494891,0.21,5.95,1.95,551.8260869565217,3
13174.0,35,1,1415.97,-0.8660254037844384,-0.5000000000000004,1.0,700.0,1415.97,122.0,3.0754437869822486,4.680318843252013,0.42,49.95,1.95,375.4674556213018,6
13178.0,27,1,710.0,1.2246467991473532e-16,-1.0,0.0,388.0,710.0,32.0,1.925,0.9621883659725384,0.85,5.95,1.95,718.5,6
13183.0,1,1,625.04,0.5,-0.8660254037844387,1.0,400.0,625.04,20.0,1.4289999999999998,0.3399984520088599,1.25,2.55,1.25,270.85,0
13187.0,3,1,236.02,-1.0,-1.8369701987210294e-16,0.0,95.0,236.02,37.0,3.765405405405405,3.15999085318173,0.85,12.75,2.55,336.94594594594594,4
13198.0,28,1,384.55,0.7071067811865476,-0.7071067811865475,0.0,270.0,384.55,24.0,3.0083333333333333,2.7298808170618583,0.29,10.95,2.325,481.5,2
13199.0,5,3,911.24,-0.1552029300157723,-0.8813946995543819,0.0,294.6666666666667,303.74666666666667,4.333333333333333,1.8848809523809524,1.2886372657153748,0.29,4.95,1.25,822.4615384615385,1
13209.0,28,1,318.85,0.4999999999999999,-0.8660254037844387,0.0,117.0,318.85,13.0,4.653846153846154,4.050126620369497,0.95,12.75,2.95,1010.9230769230768,2
13211.0,27,1,110.7,-0.8660254037844384,-0.5000000000000004,0.0,46.0,110.7,2.0,2.0,0.7778174593052021,1.45,2.55,2.0,1141.5,3
13221.0,26,1,498.16,-0.2588190451025208,-0.9659258262890682,0.0,153.0,498.16,35.0,5.008,3.2510819918370344,0.42,12.75,4.25,185.45714285714288,6
13225.0,4,2,2470.44,-0.3416480087941098,-0.5690355937288495,0.0,654.0,1235.22,6.0,2.54375,1.424585526999595,1.25,6.75,1.69,540.25,1
13230.0,31,1,93.45,-0.9659258262890684,0.2588190451025203,0.0,33.0,93.45,13.0,3.015384615384616,2.213536444186901,0.85,7.95,2.1,655.8461538461538,4
13233.0,2,1,304.24,-0.4999999999999996,-0.8660254037844388,0.0,404.0,304.24,17.0,0.9541176470588236,0.5681775561337473,0.19,1.95,1.25,371.1764705882353,3
13238.0,26,1,91.15,-0.4999999999999997,-0.8660254037844389,0.0,33.0,91.15,5.0,5.709999999999999,5.242899960899502,1.95,12.75,1.95,1137.6,2
13240.0,32,1,224.07,1.2246467991473532e-16,-1.0,0.0,131.0,224.07,21.0,2.7752380952380955,1.90653250443736,0.29,8.5,2.55,151.0952380952381,2
13253.0,5,1,476.48,-0.7071067811865471,-0.7071067811865479,0.0,624.0,476.48,16.0,1.85125,2.3684731368542056,0.21,9.95,1.25,289.1875,6
13255.0,40,1,225.7,0.258819045102521,-0.9659258262890682,0.0,110.0,225.7,6.0,4.55,4.228947859692762,1.25,9.95,2.45,588.3333333333334,2
13267.0,27,2,622.3000000000001,0.527791686752937,-0.8106343992275558,0.0,127.0,311.15,12.5,4.163333333333333,3.5590365493780878,0.65,12.75,2.55,751.76,2
13269.0,27,2,662.1700000000001,-0.1747918378132051,-0.9088398705721372,0.4285714285714285,213.5,331.08500000000004,14.0,2.7991666666666664,2.240746534765225,0.21,8.5,1.95,671.75,1
13270.0,32,1,590.0,-0.4999999999999997,-0.8660254037844388,0.0,200.0,590.0,1.0,2.95,0.0,2.95,2.95,2.95,440.0,3
13280.0,3,1,307.35,-0.9659258262890684,-0.2588190451025206,0.0,109.0,307.35,32.0,3.5432432432432432,2.522982201520492,0.55,10.95,2.95,461.9189189189189,4
13295.0,26,1,201.2,0.258819045102521,-0.965925826289068,0.0,82.0,201.2,10.0,3.49,2.548071165934474,1.65,8.5,2.5250000000000004,582.4,2
